Commuters have their say on Northern Pacer trains,1
Storm-sturdy umbrellas that really work,-1
What Putin Got From the Trump-Zelensky Phone Call,-1
Why Are Millions of People Watching These Disgusting Youtube Prank Videos?,-1
"Strategic Prayer Warrior, Messianic Leader in Jerusalem Dies at 75",-1
Recipe: Whole Wheat Noodles With Spicy Peanut Sauce and Vegetables,1
White Hats vs. Black Hats,-1
How Do We Know Deterrence Works Against North Korea? Because It Already Does.,-1
Watch Key & Peele ※Audition§ Some Adorable Kittens for Keanu,1
'America's scariest police chief' keeps his job despite posting video threatening to shoot liberals and snarling they can 'take it in the a**' because mayor insists he was just exercising his freedom of speech,-1
Onex Said in Talks to Purchase Survival Equipment Maker,1
From hand to mouth,1
Only One Way to Go,1
"The Psychological Effects Of The Financial Crisis, Lingering",-1
2018 Pirelli Calendar features an all-black cast,1
How Google＊s ＆in-house＊ results always come out on top: EU investigation shows search giant buries rival sites,-1
"Watch Out, Walmart",1
U.S. Senate Advances Extension of Patriot Act Wiretap Power,-1
Reporters on the Job,-1
OWS: Ideas From the 99 percent,1
Is this the end of the road for Peyton Manning? Legendary quarterback admits he's unsure he'll return after Broncos playoff loss to Colts,-1
Standing Rock Sioux Tribe＊s Lawyer: Judge＊s Ruling Allows Dakota Access to ※Desecrate§ Sacred Ground,-1
"Sex, Lies and 'Tape'",-1
CPAC: The Fight Against Online Censorship,1
Hyperloop One＊s co-founder and CTO Brogan BamBrogan is out at the company ,-1
Meet The Grammy-Nominated Singer Reclaiming Folk Music's Black History,1
"For Toyota, a sudden acceleration of claims",-1
Republicans＊ favorite impeachment witness just changed his story 〞 and now it＊s much worse for Trump,-1
Push on last IS enclave blunted by discovery of civilians,-1
Why Trump＊s threat to sabotage Obamacare would backfire,-1
The Worst Campaign Finance Ruling Since Citizens United,-1
Hillsong Church Founder Investigated for Not Reporting Sex Crimes of His Father,-1
NHS 111 service 'chaotic and fragmented',-1
"In Some States, Almost 30% of Children Don＊t Get Enough to Eat",-1
Edward Snowden Just Got A Twitter Account,1
Obama Admin Quietly Welcoming Central American Immigrants In New Program,-1
Where Does #MeToo Go from Here? Women Are ※On Fire§ with Rage as Kavanaugh Joins Supreme Court,1
"Court To Monsanto: You Said You Won't Sue, So You Can't",-1
Carney Faces Lawmakers as Brexit Battles Sweep Into New Year,-1
Report: Navy Yard shooting preventable,-1
Puzzle No. 3211,-1
The Dire Warnings of the United Nations＊ Latest Climate-Change Report,1
"Did our cells evolve out of a slow, symbiotic dance?",1
"These Stunning City Skylines Will Give You Another Reason To Travel The World, Right Now",1
"If You Have to Say It, It Isn't True〞David Frum",-1
How CBS channeled greedy Mets in Selection Show disaster,-1
Murder hunt after Sussex victim of Jubilee attack dies,-1
But Enough About Me＃,1
IRS: No Obamacare Penalty for Some Niche Government Plans ,1
American History Tellers: Helping Us Understand Our History.,1
Ayn Rand at 100,1
Progressive Super PAC Trolls McConnell With ＆Moscow Mitch＊ Browser Extension,1
Mobile banking: 9 ways you must protect your account,1
Qual o pre?o que o Brasil paga pela criminaliza??o do aborto?,-1
Special Effects,1
TV NOTES; Basking in the Buzz,1
Chiefs release LB Dezman Moses to reach 53-man roster limit,-1
Buy stock in Iraq? Not yet.,-1
Dear Internet Experts on Gorillas and Parenting: Save Your Outrage 每 There＊s No ＆Justice for Harambe＊,-1
Brother of ,1
"Early ECB Exit From Corporate Bonds Underpriced, JPMorgan Says",-1
"More Md., Va. students taking ACT for college entrance, data show",1
Catherine Zeta-Jones enters treatment: What's the difference between bipolar I and II?,-1
I＊ll sleep when I＊m dead,1
New Budget Office Income Report Fuels Media＊s Rich-Get-Richer Fiction,1
"Senator Susan Collins Is the Barrier to Transparency, Accountability on Drones",1
Netanyahu Denies WSJ Report Claiming Israel Gives Aid to Syrian Rebels,-1
To Space or Not to Space? Virgin Galactic Addresses the Question,-1
Mets＊ inspired rally vs. Kershaw is ruined by Jeurys Familia,-1
"Hunter sets Sun Belt record, Arkansas State beats NM State",1
The President and the GOP Are Backing a Flagrant Bigot for U.S. Senate,-1
CNN Panel Derails After Rick Santorum Defends Trump＊s Barbaric Immigration Policy 每 And Is Promptly Reminded He Has Seven Kids,1
CNN Poll: 4 in 10 Open to Give Up Liberties for Security,-1
"Rex Tillerson Doesn＊t Sound Like a Climate Denier, But He Acts Like One",-1
"Harvard Inadvertently Posted Student Bank Account Numbers, Sexual Orientation Publicly Online",-1
George Clooney Talks Darfur on Today,1
Listen: Want great comedy to watch with family? Check out this Netflix special,1
Nepalese,1
Why some US districts are adding Muslim holidays to the school calendar,1
Turkey Says It Will Challenge Gaza Blockade,-1
Imagine Being Pulled Off Death Row and Then Being Put Back on It,-1
Destruction Of Anne Frank's Diary Criticized By Israeli Envoy: 'The Offender Is A Coward',1
In Pictures: Mongolia's Biggest National Festival,1
Down on the farm,-1
'It's embarrassing... he has to take a look at himself': Martin Keown hits out at Mesut Ozil amid Arsenal absence,-1
"After Outcry, Speed Limit Drops to 50 in Mixing Bowl",1
Expanding Unemployment,-1
"GOP Rep: 'Pilate Afforded More Rights to Jesus Than Democrats Have Afforded to (Trump)', Comments Spark Backlash",-1
The 10 short hop islands where you can soak up the last of the summer sunshine before winter sets in,1
Making Amnesty Great Again?,1
"More Than 100,000 Refugees Have Already Arrived In Greece So Far This Year",-1
How to Parent Like an FBI Agent,-1
White House Trump-Putin Meeting Delayed Until 2019,-1
The Latest: Arias accused of misconduct in Reno in 1998,-1
Bristol Palin Engaged to Medal of Honor Recipient,1
Walton Family Foundation gave $159 million to support school reform in 2011,1
Wherefore Crickets?,1
Amazon to Unveil Free TV and Movie Streaming Service: Report,1
Chiefs＊ Patrick Mahomes captures NFL＊s MVP award,1
Who Will Replace Alberto Gonzales?,-1
US industrial production likely posted modest gain in February,1
Told to go: What's next for this undocumented mom?,-1
Breast Cancer Vaccine Shows Promise in Slowing Progress,1
＆You Have Failed Your Users and the World at Large＊: Trump Appointee Delivers Scathing Indictment of Mark Zuckerberg＊s View of Holocaust Denial,-1
Oil at Bottom of New Mexico Land Buy,1
What to Do If You See a Bear,-1
He Worked for Obama. Can He Beat Him?,-1
London Welsh sense the finish line after long game of catch-up,1
New Cuban escape route: via Mexico,-1
Read The Fine Print Before Picking An Association Plan For Your Small Business ,1
Adidas Traders See World Cup Equalizer After 16% Slump,1
A Memory Stick Loaded With Photos Was Discovered in Frozen Seal Scat,-1
David Bowie Fast Facts,1
Freddie Mercury Biopic Wins Weekend Box Office Despite Mixed Reviews,1
This Just In,1
The Latest: Edvard Munch painting fetches $54M at NYC sale,1
The Scent of History,1
Jon Ossoff＊s Race Is the First Real Battle Between Millennials and Trump,1
The Life Out Loud: Where Spirituality Gets Sloppy,1
Whole Foods Sues Pastor Who Allegedly Found Gay Slur On Cake,-1
Postal dis-service,-1
"Bankrupt Toisa cuts deal to free ship from arrest, tap loan",-1
"In Luxury Sector, Discounting Can Be Dangerous",-1
Elizabeth Warren Runs Against a DC That＊s ※Rigged for Big Corporations§,1
A Reckoning Is in Store for Democrats,-1
Free Willy,1
Timothy Bradley no longer living the dark days,1
That Buried Car? A Bucket Of Rust,-1
Roseanne Barr On Valerie Jarrett Tweet: ＆I Thought The B**** Was White!＊,-1
"'I Want to Thank the Lord': Injured Steeler Credits God for Comeback, Media Deletes 'God' from Coverage",-1
Pulling Off This Trick Is Like A Chicken Bobbing Its Head,1
Senate Approves Temporary Spending Bill; House to Follow,1
"Final Fantasy: Dead Broke, Desperate #NeverTrumpers Dream of Buying The Donald Out",-1
Woman sues US government over fake Facebook page,-1
Bollywood＊s Constipation Comedy and the Mind-Gut Connection,1
"Hoffman scores in OT, Senators edge Stars 3-2 for 3rd in row",1
DNC plans to limit debate stage curbed as Tulsi Gabbard qualifies for October debate,-1
"Baby dies in Indianapolis after being in hot vehicle, mom interviewed by police",-1
Ex-British premier says international donors will give Pakistan $1 billion in education aid,-1
Capitalism＊s Theologian,-1
White House Preparing for Increase in Illegals 'As the Weather Cools',-1
Trump Administration To Expand Research Into Marijuana While Advertising Its Recreational Dangers,-1
Watch: Can we fight opioid addiction? This company offers a unique program to help,1
This is the Joe Biden you rarely see,-1
＆It got a little heated＊: GOP infighting almost killed criminal justice reform,-1
Sending Roy Moore To The Senate Will Cost The GOP House In 2018,-1
BRIEF-Voyageurs du Monde H1 net loss narrows to 1.9 million euros,1
India plans mission to Mars next year,1
"AIG chief builds 2018 'momentum' with lower tax rate, Validus deal",1
How to automate your way to a comfortable retirement,1
Independent Movies Take Back Seat to Sequels,-1
Thieves Steal Wheelchair From Veteran,-1
"Marijuana ruling could lead to changes in 2017 law, lawmakers say",1
Geithner Expected To Depart By Month's End,1
※Bad§ Titles: The Latest in Hollywood Laziness,-1
Innocents and Skeptics,-1
US Confirms Death of Militant Involved in USS Cole Bombing,-1
"Tax Bill Message, Messengers Have GOP Worried",-1
Glenn Greenwald: Trump Seems to Be Committed to Escalating Violence in Yemen,-1
Good Charlotte comes home,1
7 Myths About Self-Made Billionaires,1
"Yes, ＆Aspergery＊ Is a Slur and It's Time to Stop Using It",-1
UniCredit Sees $13 Billion Full-Year Loss on Writedowns,-1
Can American Idol,-1
Intercepted Podcast: First They Came for the Immigrants,-1
?KO＊d-Mart,-1
Dear Therapist: My Boyfriend＊s Wealthy Family Isn＊t Fair with Their Money,-1
Lawyers Question SEC Order That CEOs Take Results Oath,-1
Mattel Recalls Toy BoatsFor Carrying Excess Lead,-1
GameStop's Profit Jumps 46% Amid Demand for Hit Games,1
Dow's Momentum Over Small-Cap Stocks Is Surging to a Record High,1
Rhode Island＊s Gubernatorial Race Is Wide Open Ahead of Tuesday＊s Primary,1
Wikileaks Leak? Norwegian Paper Claims Access to Entire Cache of Cables,-1
＆Shoot the Beasts on Sight＊: The Far Right and Italy＊s Elections,-1
A small act of national suicide in Peru,-1
Jay Sekulow Defends Trump Jr. on Russia as President Tweets #FakeNews,-1
Hevesi＊s release due today,1
Supreme Court Grants Cert. in Fisher v. Texas,1
Repeat: Iraq is not a modern-day Germany,-1
"New week, same story for Redskins",-1
Scotland's trouble and triumph,1
"We Share Our Fashion And Beauty New Year's Resolutions, Tell Us Yours",1
Fugitive Pilot Resurfaces At Rally Just Days From Venezuela's Referendum,1
Scarborough Suggests De Blasio in Over His Head as NYC Mayor with Snowstorm Response,-1
White Power USA: The Rise of Right-Wing Militias in America,-1
"Saudis: Khashoggi Committed Suicide By Cop, Sort Of",-1
How Scott Rothstein rode $1.2 billion Ponzi scheme to wealth and power,-1
Leading Actor Bush Avoids Center Stage,-1
Wednesday: House moves to continuing resolution,1
All the ways Mattis tried to contain Trump,-1
"Dolly Parton surprises crowd at Tenn. senior center, rededicates facility to 'My People'",1
An Honor Roll,1
Self-funding helps fuel Democratic gubernatorial campaigns,1
60 Minutes: Eminem on Rhyming with Orange,1
"Andy Dick＊s Creepy-Ass History of Unwanted Groping, Kissing, and Lewd Behavior",-1
"Joel Taylor, Discovery Channel tornado chasing star, dies at 38",-1
GOP confident about Ryan's budget,1
'We will see you in February in Australia!' Mel B announces the Spice Girls tour is headed Down Under in 2020,1
Of Hippos and Kings,1
WATCH: Former Bush Ethics Lawyer Turned Democratic Senate Candidate Shows Actual Dumpster Fire In New Campaign Ad [VIDEO],1
"In Trump world, fiction is just as strange as truth",-1
It＊s easy to promise everyone huge tax cuts,-1
'Vengeance Weapon': The Deadly Nuclear Accident and Russia's Plan to Surpass US Nuke Tech,-1
Tax Reform Shouldn＊t Punish Donations to School-Choice Scholarship Programs,-1
ROBBIE FULKS "Georgia Hard" ...,1
Minds like machines,1
Escaping the Dead Ends,1
"Part II: Social Security Under Attack: Cuts Proposed, Higher Retirement Age Suggested",-1
"Barratts and Priceless become latest victims of High St squeeze leaving 4,000 jobs at risk",-1
Scotland's papers: Brexit deal bid and Alesha trial latest,1
This Year＊s Shameful Campaign Coverage In Less Than 50 Words,-1
Howard French on Photographing Shanghai,1
UPDATE 1-TABLE-Electro Scientific <ESIO.O> Q4 earnings rise,1
Malaysia＊s callow government has not kept its vows on civil liberties,-1
Natural Gas Futures Cap Five-Day Winning Streak on Autumn Chill,-1
Bias At Tech Companies Hurts Americans More Than You Think,-1
Man Sues Anti-Gay Mississippi Funeral Home for Refusing to Cremate His Husband,-1
Secret DTI report to help Murdoch keep grip on Sky,-1
Pessimistic about the US? Warren Buffett isn't.,1
FDA Lifts Hold On An Experimental Ebola Drug,1
The morning after: Twitter's best Johnny Depp comments,1
Tiger＊s car was damaged before DUI arrest: cops,-1
AEG Live to put Michael Jackson on trial in own death,-1
Key questions de Blasio won＊t answer,-1
"At summer school, Iraqi refugees in Syria try to catch up",1
My Night With the World＊s First Bionic Penis,1
Can Facebook Make You Fat and Poor?,-1
Humberto Sol芍s,1
10 Top Slopes For Early Skiing (And How To Fly There For Less),-1
Why a Major Muslim Group Calls NPR Firing of Juan Williams (& His Hiring By Fox) a Mistake,-1
Is summer over?,-1
What Sloane Stephens＊s Victory Means,-1
Better Jobs News: Higher-Than-Expected Private Sector Growth,1
New Fort Hamilton chief wants to open the gates,1
"How to Build the Movement for Progressive Power, the Urban Way",1
The politics of time: why countries switch time zones,1
GOP to Obama: 'Congress Will Have Its Say' on Iran Deal,1
"To Ensure Safety, Food Makers Must Police Themselves -- and Each Other",-1
#BlockSidewalk＊s War Against Google in Canada,-1
"""SNL"" Announced The Show's First Asian Cast Member",1
Suspected paedophile Robert Bill from St Asaph arrested in Morocco,-1
South Dakota Lawmakers Reject Anti-surrogacy Bill,-1
＆Harlem Shake＊ Track Facing Copyright Issues,-1
Movie Guide,1
Metro union worried about city plan to privatize buses,-1
"'When you're dealing with me, that's pretty good': Kyle Sandilands admits he would like to gain 'an extra inch' during discussion about penis-lengthening surgery",1
Walter Olson on the Madness of Truancy Laws,1
Verizon Absolutely Does Not Want to Buy Dish Network,-1
Retired European Cup Final ref Michel is cashing in at Shakhtar,1
A Top-Shelf Tequila Bar,1
WALSH: Why I Don＊t Donate To Viral GoFundMe Campaigns,-1
Obama: New Sanctions Against Iran Toughest Ever,-1
Reason Foundation Co-Founder Tibor Machan on Ayn Rand,-1
"By the time you finish this article, 400K Americans were probably robocalled",-1
California Drought Exposes Another Political Divide ,-1
Supreme Court hearing on individual mandate tees up blockbuster decision,-1
The Truth About American Politics,-1
Bannon: America＊s Elites Are ＆Comfortable Managing Country＊s Decline＊,-1
Deputy Accused of Holding Woman Captive,-1
French Bonds Drop on Potential Left-Wing Candidacy Merger,-1
GOP senators: All wars will soon have a cyber element,-1
A Big Win for Climate Change Denial: Republicans to Target EPA Regulations After Taking Senate,-1
MSNBC's Robert Gibbs Is Not A Morning Person On The Weekends,-1
＆O Mour?o vai ser presidente da Rep迆blica＊. Um drink com o mentor do vice de Bolsonaro,1
Top GOP official: McMullin's response to white nationalist-sponsored robocall is 'almost as reprehensible',-1
＆The Tears Were Real.＊ Ryan Murphy and Janet Mock on ,-1
Standard Life and Aviva help lift FTSE after broker upgrades,1
The Libya Gamble: Inside Hillary Clinton＊s Push for War & the Making of a Failed State,-1
"Instead of investing money into police departments, let's put it toward communities",1
10G suitcase theft at JFK,-1
Bed Bath & Beyond's Earnings Report Confirms the Worst Fears You Had,-1
What to Stream This Weekend: Five French Films for Bastille Day,1
Tax Inversions 101: A pocket guide,-1
"Daily Cartoon: Tuesday, November 26th",1
"Ram Dass, Psychedelic Drug Pioneer, Dies at Home at 88",-1
"New Year＊s Resolutions, Meryl Streep, And ＆The Bachelor＊ With Mary Katharine Ham",1
Colombia Is on Fire as Latin America＊s Deadly Mass Protests Spread,-1
Unconfirmed reports of at least 4 tornado touchdowns,-1
Florida WR Callaway gets plea deal in marijuana case,-1
"Where to Eat, Drink, and Think This Spring",1
Florida Woman Arrested For Stuffing Dog Into Hot Car After Trying To Get It Euthanized,-1
Jalen Ramsey out for Rams' season finale with knee injury,-1
YouTube's Most-Viewed Political Videos of 2010,1
Back in action,1
Naked ambition: Bild drops Page One Girl in bid for women readers,1
Investors face boo.com loss,-1
China media: Tibetan blaze probe,-1
Outlook overshadows strong quarter at Coca-Cola,1
In Cold Blood,-1
SNL Puts Trump in a Steamy Hot Shower with Manafort,-1
Teenagers facing jail over Facebook posts 'glorifying a murderer',-1
Poland's PM accuses opposition of obstructing compromise,-1
Felicity Huffman's daughter may retake SAT after star's college scandal sentencing,-1
Blackbushe Airport plane fire: 'Cars were exploding',-1
Progressives Skewer Silicon Valley Billionaires＊ Newest Political Pet Project,1
Stiglitz: More Stimulus Needed to Revive Recovery,1
"Police arrest man in stabbing of Spencer Stone, hero airman",1
Sugar Jumps Most in Five Weeks on Brazil Rain Concerns,1
Three Terrible Days of Violence,-1
Joan Smalls shows off her supermodel figure as she strips down to her skimpy black bra for sultry LOVE Advent video,1
The White House Is Under Siege,-1
GoPro Returns Recalled Karma Drone To Market,1
EU takes Italy to court over Naples rubbish,-1
Rush Limbaugh has an interesting theory on why the GOP allows 'leftists' to tear America apart,-1
A Story of Love and Top Surgery in Words and Images,1
"He May Not Be Jesus, But Brazil＊s Levy Is Winning Over BlackRock",1
"GOP, don't play politics with Obama's ambassador confirmation",-1
U.S. Sanctions Are Driving Iran to Tighten Its Grip on Iraq,-1
Cornered Rats,-1
Como ex-militares dos EUA e mercen芍rios inexperientes acabaram presos no Haiti,-1
Jay Onrait and Dan O'Toole return to TSN,-1
Wachusett Mountain Ski Area: A Huffington Post Travel Ski Resort Guide,1
Rare Charlie Chaplin film fails to sell,-1
Hunting for their nest! Ryan Seacrest and girlfriend Shayna Taylor check out potential homes in Tribeca together,1
Get Your Presidential Immigration Scorecard Before Tonight＊s Debate,1
An editor's hidden hand in reporting,-1
Campaigns Are Tough When You＊re Outspent 3 to 1,-1
Lowood Estate purchase promises jobs boost,1
Patients at Houston hospital await evacuation as food runs low ,-1
Marcelo Gomes to Return to the New York Stage With Sarasota Ballet,1
Famed Harvard Law Professor: Stephen Miller ＆Non-Human＊,1
Romney Gets the Last Gaffe,-1
Cops: Suspect in N.M. girl's road rage shooting confessed,-1
The Pro-Israel Lobby Battles ＆Voice of God＊ Morgan Freeman Over Iran,-1
A Life as a Live! Nude! Girl! Has a Few Strings Attached,-1
The Latest: Inslee slams Bryant over Donald Trump,-1
It Flies! Da Vinci's Dream Comes True,1
Flag-desecration and First Amendment hypocrisy in the US Senate,-1
17 Timeless Must-Haves To Include In Your Wedding Registry,1
How BuzzFeed News Used Betting Data To Investigate Match-Fixing In Tennis,1
Clinton Foundation Donor Sues U.S.; Denied Entry over Alleged Terror Link,-1
Through a Lens Darkly: How African Americans Use Photography to Shape Their Cultural Representation,1
"Guilty Of Being Gay, Ctd",1
There＊s a New Secret Investigation Roiling Wisconsin＊s Turbulent Politics,1
Study: No link between suicide and serving in or near war zones,1
Three More Women Accuse Bill Cosby Of Sexual Assault,-1
British Muslim Woman Says She Was Attacked by Group of Women Who Ripped Off Her Hijab and Beat Her,-1
Rounding Up the Usual Suskinds,-1
Man in red underpants rams police car into mobile home,1
"Cop Breaks 17-Year-Old Girl's Jaw at Library, Lawsuit Alleges",1
"3 dead, 2 police officers injured after day-long hostage standoff in Georgia",-1
FLASHBACK: Hillary Clinton Got Thrashed For Saying ＆ All Lives Matter＊ Last Month,-1
How Obama＊s election sparked the white racial panic that＊s powering Trump,-1
Poll: Americans High on Legalization of Marijuana,1
Big Corn and Big Oil Are Warring Over Trump＊s Nomination of Andrew Wheeler,-1
7 Times Joe Scarborough Helped Donald Trump Win,-1
Sanders re-introduces bill breaking up big firms,1
Police searching for suspect in shooting of officer during traffic stop near Va.-W.Va. border,-1
Derek Jeter will DH on Sunday,1
Instagram to allow users to translate posts with button,1
Video Shows First Pride Flag Launched into Stratosphere,1
"Weibo Corporation to Report Second Quarter 2015 Financial Results on August 18, 2015",1
Pocket Translator,1
The European Choice,1
Why Garth Snow deserves some credit for this turnaround,1
Protesters Believe In A Better America,1
Hope remains for Western solidarity. Look at embassies in Beijing,1
"Former Bolivian President Evo Morales tweets that he is departing Bolivia for Mexico, which has granted him asylum",-1
"Hey Madonna, You＊re Doing Sexy Wrong",-1
Lionel Messi Goes to 11,1
Choosing Animals Over People?,-1
Willie and Korie Robertson Reveal Something You Might Not Know About 'Duck Dynasty' and Uncle Si,-1
"28 of June 2017's best streaming debuts on Netflix, Hulu, Amazon, HBO, and more",1
Michael Anton＊s Attack On Birthright Citizenship Is A Disgrace,-1
Blues Win President's Trophy,1
"Stock Markets: Great Opinion Reads on the Mayhem, Obama, S&P Rating",1
People On Tumblr Are Accusing The US Government Of Covering Up A UFO Sighting,-1
"Best Of Friends? Well, Almost",-1
How The 'Scarcity Mindset' Can Make Problems Worse,-1
Get Your Vitamin Sea on the NR Cruise this December,1
Can 'Think Like a Man' Revive the Romantic Comedy?,1
The Labour Party Will Transform Britain,1
J.K. Simmons Got Absolutely Shredded for the ,1
The 'powerful myth' of the Paisley curse,-1
Obama on Immigration: Only Deport 'Gang Bangers',-1
The Crypto-Currency,-1
Information Is Power,1
Robin Ventura announces he＊s out as White Sox manager,1
This Swimmer's Husband Went Absolutely Nuts Cheering Her On,1
"2 dead, 1 hurt in Klamath Falls shooting; 1 arrested",-1
"Investigators: 36,000 Game Disability System",-1
US to Move Against Top Russian Officials Linked to Crimea Crisis,-1
Reynolds＊s New Cigarette Merely Heats Tobacco,-1
Minnesota court: Police can search garbage without warrant,-1
When boyfriend＊s friends overstay their welcome,1
What Eminem means,1
Poll: De Blasio surges ahead in New York mayor's race,-1
Second GOP congressman suggests impeachment over executive action for gun control,-1
Is Impeachment Premature for Progressives' Cause in 2020?,-1
Who＊s the Most Powerful Gay American?,1
Jaguars QB Bortles making strides in backup role,1
FAO Food Price Index Falls for First Time in Three Months,-1
How to Cut Post-Thanksgiving Weight Gain by Mixing Exercises (Photos),1
The Surveillance State Takes Friendly Fire,-1
Trump is about to become the right-wing smear machine＊s greatest unintended casualty,-1
Dov Hikind＊s Costume Offense,-1
There＊s No Such Thing as Pristine Nature,-1
Where's the Afterglow?,-1
From big business to big government,-1
Mitt Romney: Swamp Creature,1
Clinton Campaign＊s Social Media Strategy Was More Effective Than Trump＊s,1
