CORRECTED-BRIEF-Teva Pharmaceutical 2009 outlook,joy
The Imam＊s Curse,fear
New York Times Accuses FedEx Of Not Paying Taxes. FedEx＊s Response Is Priceless.,surprise
James Bond trunks scene was accident,surprise
The Creative Electoral Response,neutral
"US sanctions on Chechnya leader Ramzan Kadyrov are illegal, Russia warns",disgust
Dear corporate media: Echoing Trump＊s lies isn＊t journalism,neutral
"Wendell Primus, the Most Powerful Staffer in Congress, Represents a Generational Divide on the Left",fear
The Limits of Transparency,neutral
California Still Dying for New Taxes,sadness
Trump Passed the Tax Cuts. Now He＊s Undermining Them.,disgust
Iraq announces 'victory' over Islamic State in Mosul,joy
"UKIP seeks ban on face-covering veils, new Muslim schools",neutral
Hackers Target Google Users in Advanced Phishing Attack,anger
The Blue-State Strategy for Progressive Renewal,neutral
Family of Teen Shot in Back Sues Police,anger
The Rohingya and the World,neutral
"Inside 'The Wolfpack,' Six Brothers Who Grew Up Locked in an NYC Apartment",neutral
UNC Asheville Campus To Host Tamika Mallory Despite Backlash From Jewish Student Group,sadness
Liberal host rips Hillary Clinton's #MeToo hypocrisy: She should admit she 'was part of the problem,anger
How England changed shape: Holland on Southgate＊s tactical evolution,surprise
Islamic Crowdfunding Takes Root in Asia in Boon to Entrepreneurs,joy
"House Dems vow opposition, file amendments to fracking bill",neutral
Brodner＊s Cartoon du Jour: The Beautiful Atlantic,joy
Arrested Development,neutral
Former Iowa Judge Arrested for Pot Possession,disgust
Meet the Press,neutral
Ad targets potential Obama court pick,neutral
Pharma 'cash call' for new antibiotics,joy
The Green New Deal Is the Only Realistic Option,joy
NHS Highland bullying probe to start 'before Christmas',neutral
Thwarting a useful jury experiment,sadness
Sunderland's David Healy in Coventry's sights as Northern Ireland hotshot set for loan move,neutral
Chicago Teachers Weigh a Strike,sadness
Child-abuse claims against Rockville teacher divide community,disgust
Yellowstone Rangers End Search For Body Of Man Who Fell Into Hot Spring,sadness
S&P Upgrades South Korea Rating to A-Plus,neutral
CES Has A Gadget for Everyone. Even Pets,joy
"Daily Caller Reporters Read Hate Mail About Themselves, Episode 3",disgust
New In Paperback: May 30,neutral
"Reason Radio: Good Morning, Monterey",neutral
American Student Ends Up Trapped in Giant Vagina Sculpture ,surprise
"G-20 Summit: Little Action, Many Promises",neutral
"Kanye West and President Trump＊s Twitter lovefest, explained",neutral
Merchant shipbuilding,neutral
Chris Salcedo rails against Judge Watson's suspension of President Trump's 'travel ban,anger
The Qatar Crisis,fear
Nothing a good name tag can't fix,neutral
Dogan v Erdogan,fear
DODGERS PROPEL METS TO NEW LOW,neutral
"Joe Biden, in Stumbling Debate Performance, Claims Credit for Elizabeth Warren＊s Signature Achievement",neutral
"How to Decide Between Apple's New iPhone 11, iPhone 11 Pro, and iPhone 11 Pro Max",neutral
Building an Inclusive Climate Movement,joy
'Sopranos' muscle sent to collect for HBO Now,neutral
NC bank pays $1 million to settle fraud complaint,neutral
Juncker says Russia visit is to 'continue dialogue' despite tensions,neutral
"Farewell, Quiet Riot",sadness
NFL denies report Jerry Jones has impeded Roger Goodell contract extension talks,neutral
Dov Connection,disgust
Will the Splintering of France's National Front Help or Harm It?,neutral
Border Authorities Seize Liquid Meth Hidden In Liquor Bottles,disgust
Framingham Score May Not Spot Lifetime Heart Risk,fear
Welsh defense keen to improve against Uruguay at World Cup,surprise
Intel Experts: Video Shows Nuclear Activity in Syria,fear
Former 9/11 Commissioner Won＊t Rule Out Saudi Royal Family Foreknowledge of 9/11 Plot,neutral
Storm-sturdy umbrellas that really work,neutral
Dorel Industries: 3Q Earnings Snapshot,neutral
"Sears to cut 400 full-time jobs, mostly at corporate office",sadness
The Great Oregon Standoff Enters Its First Day,anger
"Euro zone economy starts year in chipper mood, Germany outlook bright",joy
Son of Frankenfood?,neutral
Nip and tuck in,neutral
Mass Action and Modi,neutral
Watch Key & Peele ※Audition§ Some Adorable Kittens for Keanu,surprise
4 Ways of Looking at the Solange/Jay Z Fight Footage,neutral
Hispanics Poised To Make Arizona A Swing State,neutral
"Trump regrets not visiting Arlington cemetery on Veterans Day, explains reasoning",sadness
RETIRING JUDGE EYES MORGY JOB,neutral
Investors Flee China Stocks as Foreigners Dump $1.4 Billion,surprise
Everything Wrong With Plan 9 From Outer Space In 80 Minutes or Less,anger
Va. Senate Still Up for Grabs After Democrat's Thin Victory,fear
India's 'Exchange King' Says Managers Misled Him,anger
"Online ski booking sites Liftopia, Ski.com have limitations",fear
Bottle it up: the car park that lets drivers pay in plastic,neutral
Nanometrics: 3Q Earnings Snapshot,surprise
"Temenos second quarter shows license rebound on strong Europe, new U.S. deals",joy
Study: Volcanoes Helped Species Survive Ice Ages,neutral
She Dropped Everything To Come Fight For Immigration Reform. She's Still Waiting.,sadness
Secret service threatened ＆kill shot＊ on MLB mascot,anger
"Belgium welcomes French tax exiles, minister says",neutral
Obama Sits Out State Fights,surprise
SwiftKey Note Brings Popular Android Keyboard to iOS,neutral
＆Fox & Friends＊ Host Claims that He Accidentally Donated to Trump＊s Campaign,disgust
"Ocasio-Cortez: Republicans Making Impeachment ＆Partisan,＊ Hunter Biden Not ＆Appropriate＊ Witness Despite Being Genesis Of Entire Ukraine Ordeal",anger
Too Much Booze Is Biggest Risk Factor for Dementia: Study,surprise
Russian TV Shows U.S. Diplomat Decked by Embassy Policeman,disgust
McCain wants to expand VA Choice Card program,neutral
How We Are All Responsible For BuzzFeed＊s Fake News,disgust
Hyperloop One＊s co-founder and CTO Brogan BamBrogan is out at the company ,neutral
Republicans＊ favorite impeachment witness just changed his story 〞 and now it＊s much worse for Trump,disgust
Why this marriage therapist says a 'good enough' relationship is one that lasts a lifetime,joy
PLUS: PRO BASKETBALL; West Set to Leave Lakers' Post,neutral
Poll: Majority disapprove of GOP healthcare plan,sadness
"""Ocean's 16"" workers in N.J. claim Powerball share",surprise
Jews Are Leaving Faith Behind. Is That Bad for the Jews?,neutral
"UPDATE 1-Tencent says keen on search, e-mail businesses",joy
"In Some States, Almost 30% of Children Don＊t Get Enough to Eat",neutral
Malaga becomes 3rd Spanish team in Champions League quarterfinals with 2-0 win over Porto,surprise
"Center Seat: Ken Cuccinelli on gubernatorial campaign, GOP divide",neutral
Seth MacFarlane's Oscar Boob Song Sent Mr. Skin into Real-Time Misogynist Rush,disgust
The Third Black President?,surprise
Putin on Group Sex: It's Great for People Who Like Breaks,neutral
Prisoners at Supermax Ohio Penitentiary Begin Hunger Strike to Protest 17+ Year Solitary Confinement,sadness
Max Roach,neutral
Arroyo's Fun at the Giro Rolls on After Vicious Climb,joy
WATCH: Mexican TV Crew Catches Two Drug Smugglers Scaling Arizona Border Fence,fear
Ayn Rand at 100,neutral
The Real Life of Social Realism,sadness
Struggling Stephenson doesn't regret signing with Hornets,neutral
"Dear Media (And Carl Lentz), The Youngest Victim Of Sutherland Springs Was In The Womb",disgust
Maryland School Bus Driver Rescues 20 Kids in Fire,surprise
Trump allies pushing RNC to cover legal fees of Russia investigations,neutral
TV NOTES; Basking in the Buzz,joy
Joy Behar Hopes Liz Warren Puts ＆Bernie In A Headlock＊ At Tonight＊s Debate,surprise
"Petraeus Warns Of Giving Ammunition To Extremists, 'Revisionist Powers'",fear
The big moment that didn＊t happen in the Democratic debate,neutral
New Budget Office Income Report Fuels Media＊s Rich-Get-Richer Fiction,neutral
Read a Good ＆Blook§ Lately?,joy
"In Trump＊s America, the Middle East Remains an Afterthought",neutral
USS Enterprise video: An opportunity to reform the Pentagon?,neutral
Mets＊ inspired rally vs. Kershaw is ruined by Jeurys Familia,sadness
U.S. stocks battered by global-growth concerns,fear
The President and the GOP Are Backing a Flagrant Bigot for U.S. Senate,disgust
The Hill's Morning Report 〞 Emergency declaration to test GOP loyalty to Trump,neutral
Don't Expect Trump's "Religious Liberty" Order To Change Much At Church,joy
"Harvard Inadvertently Posted Student Bank Account Numbers, Sexual Orientation Publicly Online",disgust
Confusion at Politico,fear
New testimony adds 2 stunning and previously unknown details about the Ukraine quid pro quo,neutral
North Korean 'fireworks display' irritates US but falls short of target,anger
The Selfish Meme,disgust
Iran Pastor Temporarily Released from Prison,neutral
Ex-Guatemalan soldier sentenced to prison for lying on US citizenship papers about massacre,anger
Minor league team temporarily rebrands with 'Pizza Rat.' This group is already offended.,disgust
Perry Hills to start at QB vs. Ohio State,joy
Happy Three Kings Day! Families Celebrate Across U.S.   ,joy
Owners Eager for History Spur A Boom in 'House Genealogy',neutral
Jaime Pressly raises the price of her Sherman Oaks home to $2.5M after 18 months on the market,neutral
Jacob Appelbaum: Futuristic-Sounding ※Radar Wave Devices§ Can Help NSA Monitor Your Computer Usage,neutral
White House considers U.S. hostage policy changes,neutral
'It's embarrassing... he has to take a look at himself': Martin Keown hits out at Mesut Ozil amid Arsenal absence,disgust
Manchester United rally to win as transfer post-mortem continues,joy
And the Emmy Award for Best Drug Use Goes To＃,disgust
"GOP Rep: 'Pilate Afforded More Rights to Jesus Than Democrats Have Afforded to (Trump)', Comments Spark Backlash",disgust
The 10 short hop islands where you can soak up the last of the summer sunshine before winter sets in,joy
Out of Control Texas High School Brawl Caught on Cellphone Video 〞 Student Shrugs Off as 'Just Another Fight\,disgust
Prayers Begin Over Rev. Billy Graham As He Lies In Honor At The Capitol,sadness
The Latest: Police capture wandering gator in Texas storms,neutral
How Poor And Minority Students Are Shortchanged By Public Universities,disgust
"South Bend asks fliers to choose between Fox, CNN",neutral
The Con Job That Is the ＆American Health Care Act＊,disgust
Why NASA chose Senegal to observe a frozen world beyond Pluto,neutral
Bringing jobs from overseas back home,neutral
Viola Davis: Being a black woman in Hollywood feels like 'The Exorcist',disgust
Bush's Casual Clothes: The 'Ready For Retirement' Look (PHOTOS),neutral
The Latest: Arias accused of misconduct in Reno in 1998,neutral
McConnell Ready To Work With Obama,neutral
"Mayor, attorney general to announce anti-fraud campaign",neutral
Pope Francis Decries Politicians Who ＆Exploit Fear＊ in Anti-Populist Conference,joy
Brown Family Lawyer: 'Level of Distrust' Adding to Anxiety,anger
Rare Agreement On Abortion: South Dakota Law Makes Poor Test Case,neutral
COINTELPRO 〞 NEW LEFT,neutral
Wherefore Crickets?,neutral
The Hidden Tragedy of the Opioid Crisis,sadness
Chasing the Murderers of Ayotzinapa＊s Forty-Three,fear
The Birth of Unisex Couture: Rad Hourani,neutral
Hidden Emails Reveal a Secret Anti-Fossil Fuel Network,disgust
Rising Taxes Squeeze Local Operations,fear
Paul Nicholls will test Frodon at Cheltenham to see if it's ready for the Gold Cup... but Clan Des Obeaux will bypass the race,neutral
The ※Horny in Our Politics§ Edition,surprise
"The Gov't Wanted Real-Time iMessages for a Criminal Investigation, but Apple Said No",surprise
The song does not remain the same,neutral
Desastre da barragem de Mariana completa um ano e leva a processos judiciais,neutral
Gregory looks nervously over his shoulder as Vialli waits in the wings,neutral
James Comey: Not Just Incompetent But He Placed American Lives at Risk,disgust
Breast Cancer Vaccine Shows Promise in Slowing Progress,surprise
Mitt Romney: Ready for his close-up,neutral
U.S. names militants involved in Benghazi attack,disgust
It＊s Still Bernie,neutral
CNN Creates Excruciating Split Screen of Trump and Hillary,anger
Philadelphia ends 4-game skid with stoppage-time goal,surprise
Australia to announce new search area for missing MH370 ,sadness
Top White House Adviser Vigorously Defends Bergdahl Moves,disgust
Stock Market Update,neutral
Elon Musk Confessions: All the 'Foolish or Stupid' Things Tesla Has Done,neutral
Ohio joins growing number of states out of execution drug after EU boycott,neutral
"Iowa Tea Party Chair on Bachmann, Paul, Santorum＊s Diverging Paths and Obama＊s Re-Election Challenge",neutral
Whitney Houston Remembered for Unprecedented Crossover Success,neutral
JC Decaux Gains on Earnings,joy
Un Congreso dividido (por el control de armas) no puede entrar en receso,anger
Workers Just Notched a Rare Win in Federal Court,joy
Church of England reportedly considers making gay priest a bishop,joy
 Senate Donors to Fla. Gov. Crist: Return Our Money    ,surprise
Adidas Traders See World Cup Equalizer After 16% Slump,fear
"Bitter Pill Now, But Drugmakers Will Later Rally on Obamacare",neutral
Age And Healthcare Reform,neutral
British telecom giant BT finalizes $19B takeover deal,neutral
CITY LINK IN STATE $CANDAL,sadness
PRESS DIGEST,neutral
Matt Bors Cartoon: How a Democracy Gets Hacked,surprise
The Biggest Myths about Mary Magdalene,surprise
Trump: Afghanistan is the 'Harvard University of terrorism',fear
Think Man-Sized Swimming Centipede 〞 And Be Glad It's A Fossil,surprise
Able to fix old books in a single bound,neutral
Group Therapy,neutral
Elizabeth Warren Runs Against a DC That＊s ※Rigged for Big Corporations§,surprise
Trump and Putin are meeting tomorrow. Guess which one has an agenda?,surprise
Challenging a Giant,neutral
Timothy Bradley no longer living the dark days,joy
Emma Watson Insists She's Still a Brown Student; Florida's Delegation Fumes,sadness
Legal Scholars React: 'Many People Were Stunned',surprise
THE 40TH PRESIDENT: THE LIFE; A Champion of Small Government Who Helped Reset the World Stage,neutral
"'I Want to Thank the Lord': Injured Steeler Credits God for Comeback, Media Deletes 'God' from Coverage",neutral
Their Golden Age,joy
"Miers withdraws, blogs react",neutral
Levi＊s Wants to Make Jeans More Like Yoga Pants,surprise
＆G-Funk＊: How Warren G Became the ＆Unsung Hero＊ of Hip-Hop While Snoop Dogg Soared,neutral
"Baby dies in Indianapolis after being in hot vehicle, mom interviewed by police",disgust
Theme Park Announces Fun-Sounding 30-Hour 'Coffin Challenge',joy
Awkward: Pop Star Wins Big at BET Awards -- but Watch the Moment She Had to Stop the Entire Thing and Ask an Embarrassing Question,neutral
Protests Erupt at U.S. Airports As Trump Order Targeting Refugees & Muslim Immigrants Takes Effect,anger
'American Sniper' Widow Taya Kyle Endorses Rick Perry,neutral
On Obama's National Security Pick,neutral
Trump supporters are trying to trick people into voting by text. (You can＊t vote by text.),neutral
A Lawsuit About Trump and the NRA Could Upend How the Government Polices Campaign Finance,neutral
Spree at last,neutral
WALSH: 7 Horrifying Facts About North Korea That Our Fawning Media Seems To Have Forgotten,neutral
'Don't Waste Our Time': Angry Mother Denounces Ferguson Commission,anger
Paul Ryan's bizarre speech was a de facto endorsement of Donald Trump,neutral
Libya hopes rare Benghazi oil conference will mend rifts,neutral
Md. Moms Say No to Coverup at Starbucks,anger
Jackson Admits He's #5,neutral
Barbara Bush pushes for gay marriage ,surprise
Gavin Rees hangs up the gloves on a high with split decision win over Gary Buckland,surprise
Coming soon,neutral
WATCH: Berkeley Students Chant ＆Speech Is Violence!＊,disgust
Arsonists target Warburton Bridge toll bridge booth,fear
Stephen Colbert Refuses to Apologize to Trump: ＆I Believe He Can Take Care of Himself＊ ,neutral
Man mistakenly orders inflatable Santa the size of his house,surprise
Thieves Steal Wheelchair From Veteran,disgust
"Marijuana ruling could lead to changes in 2017 law, lawmakers say",neutral
The Left After Charlottesville,neutral
The Complicated History Behind California's Vote on Bilingual Education,neutral
US Confirms Death of Militant Involved in USS Cole Bombing,joy
"The Massachusetts Senate Race Gets Ugly, Fast",disgust
"Lone Star Park Entries, Sunday May 26th, 2019",neutral
Good Charlotte comes home,joy
Here's Why Andrew Jackson Stays and Alexander Hamilton Goes,neutral
The heavy brigade,neutral
Let's count all the ways FIFA is corrupt,fear
Santorum: Outlaw Teleprompters for Presidential Candidates,neutral
O Sistema 迆nico de Seguran?a P迆blica: 谷 tudo fachada,neutral
?KO＊d-Mart,neutral
"Johnson, Mooring lead UNLV past Air Force 81-76",joy
Steel tycoon ousts gas mogul from top of Russia rich list: Forbes,anger
WITNESS: Marathon canoe race tests more than stamina,neutral
Disaster Breeds Disaster,sadness
Kagan＊s Memos for Thurgood Marshall,joy
Obama＊s Mosque Speech Was A Dangerous Fantasy,fear
"Broken Ribs, Face Hold Reid Out of Senate's Opening Ceremonies",disgust
Rhode Island＊s Gubernatorial Race Is Wide Open Ahead of Tuesday＊s Primary,neutral
Duterte＊s Chinese-Funded Dam Will Displace Indigenous Communities,sadness
Iraq to U.S.: Hang Tough Until 2018?,sadness
This Is How We Do It,joy
Breaking News Is Broken,anger
Donald Trump on Bush 9/11 remarks: 'I'm not blaming anybody',neutral
Paul Ryan Hits Obama For Defense Cuts But Praised The Bill Signing Them Into Law,anger
A small act of national suicide in Peru,sadness
UPDATE 1-Fatal virus in Ghana tests negative for Ebola,fear
Flintshire couple given 10-year ban from keeping pets,neutral
Kentucky AG sues Johnson & Johnson over transvaginal mesh marketing,surprise
Dr. Ben Carson Explores 2016 Presidential Run,neutral
Apple Pay and Everything Else to Expect From the iOS 8.1 Update,neutral
Hevesi＊s release due today,joy
The Real Roots of the Worldwide Ransomware Outbreak: Militarism and Greed,disgust
Scotland's trouble and triumph,neutral
"Saudi Women Get Behind The Wheel, Renew Protest Of Driving Ban",neutral
"Russia Crisis Raises Space Station Questions, But NASA Has Options",neutral
"Clemson, Oregon State basketball teams safe in Barcelona after van crash",surprise
Admit It. You Just Want Your Own Dictator,anger
Trump considers tax credit to channel public money to private schools,anger
The Movement and the Money,surprise
"Mike Pence Speaks to Religious Group. Next Day, They Banquet at Trump Hotel.",disgust
"Yahoo's React: Disappointed Google Withdrew, But The Deal Was Only 'Incremental' Anyway",neutral
"Friends, Family: Christine Ford Told Us About Kavanaugh Assault Years Ago",anger
Thompson Finds Job at Old Office,neutral
'Can We Talk?' Joan Rivers' Hilarious and Unapologetic Career,joy
"Stewart, Seinfeld, Springsteen headline benefit",neutral
Wednesday: House moves to continuing resolution,neutral
Sense of Unease in Some Black Voters,fear
Freeeeedom! Hollywood Fights for Scottish Independence,neutral
"Dolly Parton surprises crowd at Tenn. senior center, rededicates facility to 'My People'",neutral
Parenting: Enjoying the finish line 每 happiness in the here and now,joy
Steph And Ayesha Curry Couldn＊t Have Been Cuter On Their Wedding Anniversary,joy
Kansas State coach Bill Snyder says he has throat cancer,sadness
BOE＊s Bean Says Monetary Policy Can Be Backstop Against Excesses,neutral
Video game violence: Putting study results in perspective,neutral
"At National Press Club, Capitals Coach Barry Trotz talks Stanley Cup title",neutral
Traders Make Bullish Moves on Microsoft,joy
Congress weighs stopgap bill to prevent shutdown,fear
"In California, Asian Americans find growing political power",joy
Down Hillary Clinton＊s Email Rabbit Hole,disgust
Democrat pens novel 'ripped from the headlines',neutral
Donald Trump may unwittingly be a revitalising force for American feminism,neutral
Snap＊s founders and investors hope to sell more than $1 billion in stock as part of its IPO,joy
＆Incapable of Feeling Solidarity And Empathy.＊ San Juan Mayor Blasts Trump for His Incompetent Disaster Response,disgust
It＊s easy to promise everyone huge tax cuts,fear
Wireless in the ER Waiting Room,neutral
11 Holiday Cookies That Make Great Gifts,joy
Why Judge Rakoff Was Right to Block the Citigroup Settlement,neutral
The Mueller Indictments Still Don＊t Add Up to Collusion,anger
Time spent doing what you love is never wasted,joy
Father's bold attempt to change his baby son's stinky diaper causes him to VOMIT (and leaves despairing mothers with their heads in their hands),disgust
23andMe gets FDA approval to report breast cancer risk without a doctor,joy
Items of Interest,neutral
Davis: Recall An Insult To Voters,anger
Consumers in Jeopardy: More Choices for Less Money,neutral
This Year＊s Shameful Campaign Coverage In Less Than 50 Words,disgust
Malaysia＊s callow government has not kept its vows on civil liberties,disgust
Bonding With Arnie,joy
The White House had to protect Rob Porter to save Donald Trump ,disgust
Mr. Ng＊s Death,sadness
"The Life and Death of XXXTentacion: Abuse, Homophobia and Hip-Hop",sadness
※We＊re Gonna Take Everyone§ 〞 Border Patrol Targets Prominent Humanitarian Group as Criminal Organization,fear
Griner looming large over WNBA,fear
Groupon Clipping,neutral
"In Alabama, a McConnell Rebuke, a Trump Miscalculation",surprise
＆CON＊ MAN SCAM,sadness
'I just have so much fun doing it' Chris Hemsworth gushes about fatherhood as he reveals he's more choosy about roles now he's a dad,joy
Tiger＊s car was damaged before DUI arrest: cops,neutral
Katy Perry Isn＊t The Super Bowl Halftime Performer We Need Or Deserve,disgust
This Is What You Should Actually Do If You Feel Yourself Getting Sick,neutral
"Emergency Doctor to Trump: You Are Wrong, Mental Illness Is Not to Blame for Gun Violence Epidemic",sadness
"At summer school, Iraqi refugees in Syria try to catch up",neutral
Angels rally for 4 runs in 7th inning to beat White Sox 6-5,surprise
Eric and Lara Trump expecting their second child. President Trump will be a grandpa to 10,neutral
"Bernie Sanders, Beto O'Rourke place blame for El Paso tragedy 〞 but not on killer or even firearms",anger
Humberto Sol芍s,neutral
Russian 'Friendly Fire' Kills 3 Turkish Soldiers in Syria,disgust
"The Spurs, the Grizzlies, and the Pleasures of the Old Man Game",neutral
Sam Darnold signs a Jets fan＊s speeding ticket,surprise
Lance to consolidate sugar wafer manufacturing operations in Canada,neutral
'Allegedly' No More: Cosby Conviction Marks A New Chapter For #MeToo ,neutral
What Americans want from the next president,neutral
ISIS Takes Credit For Ohio State Attack,anger
The politics of time: why countries switch time zones,surprise
"Chuck Schumer Sees Himself As Trump's Chief Opponent 〞 But Hey, At Least They're Talking Again",surprise
Best Mani-Pedi: Georgetown Nail Salon,neutral
"Race Narrows in California Primary: Trump 39, Cruz 32",neutral
Remembering The Battle of Lewisham,sadness
"Nouriel Roubini Confuses, Depresses Bloggers",sadness
Fire at construction site deepens housing crisis in Oakland,sadness
Music Review: ※Sometimes Blue§ by Meat Puppets,neutral
Movie Guide,neutral
BIG EASY ENDURES A DIFFICULT SUNDAY,fear
Back to Nature: How One Woman＊s Healing Journey Became a Source of Inspiration for So Many,joy
Russian Players Stay Out of Debate Over New Law,neutral
Corfu holiday gas deaths: Botched boiler led to 'tragedy',anger
An Immigrant-Franchisee Who Truly Built His Home Healthcare Business From Nothing,joy
Car crash couture! Natalie Cassidy gets it all wrong for fashion show celebrating curves,neutral
Reason.tv: The Wall Street Journal's Jason Riley on Immigrants: Let Them In,joy
Judge orders redo of election for Seneca-Cayuga tribe,anger
"Volkswagen CEO resigns, takes responsibility for diesel emissions scandal",neutral
Zimbabwe PM: Wife's Death An Accident,neutral
The Chiefs Triumph on Dicey Call,neutral
North Korea Fires 25 Rockets into Sea,neutral
Supreme Court hearing on individual mandate tees up blockbuster decision,surprise
"'Titanic' is leaving Netflix, but Kate Winslet will go on",neutral
It＊s an Intimidating Age for Christians. Here＊s How to Respond...,sadness
Mortgage-Backed Securities Falter on Corporate Supply,sadness
Bride goes to trial in Glacier Park newlywed death,sadness
Three Dozen Killed in Wave of Baghdad Bombings Hours Before Curfew Ends,fear
"Canc迆n, Cambio Clim芍tico y WikiLeaks",neutral
European Stocks Decline as Bank Shares Slide With Bond Yields,fear
What a 6-Year-Old Taught Me About Epilepsy,neutral
Leader of Group Cited in ＆Dylann Roof Manifesto＊ Donated to Top Republicans,neutral
What＊s That on Beyonc谷＊s Wrist? Let Me Guess ... an Apple Watch,neutral
Researcher: I leaked Heartland docs,surprise
A Big Win for Climate Change Denial: Republicans to Target EPA Regulations After Taking Senate,surprise
"FBI completed interview with Mark Judge, hasn't contacted Christine Blasey Ford",neutral
Candace Owens: Blacks Did Better in the First 100 Years After Slavery,neutral
Ridiculous ways you could become a federal criminal,anger
Utah Man May Face Death After Defending Himself from Botched Police Raid,sadness
Yotam Ottolenghi＊s lamb recipes,neutral
Aaron Rodgers Reveals If He Will Play In Anymore Games For The Packers This Season,neutral
How can states respond to EPA's power plant carbon reduction goals?,surprise
Trump: Docs Say First Lady Melania Trump 'Can't Fly for One Month' ,neutral
Parents Angered by NYC School＊s Decision to Remember Gaza Victims,anger
The Angle: Theory of Mind Edition,neutral
